Tweet,Message,Match,Polarity
2120, RT    On the way to   University   Thank you for the kind gesture of offering a scholarship to a girl student from India for h,thank,positive
2121, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2122, Sydney was the nation s only campus where undergraduates could major in  Australianliterature  This major was axe,NONE,neutral
2123, RT    We hope Mr President will not reject the bill just as he rejected the bill seeking to upgrade Federal Collage of Education  Ka,"reject,rejected",negative
2124, RT    Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers  Yet,NONE,neutral
2125, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
2126, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
2127, Have a great day   fabulous people  gorgeous campus   university  courses  studentlife  highered  education,"great,fabulous,gorgeous",positive
2128, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2129, RT    Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers  Yet,NONE,neutral
2130, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2131, RT    Harborne High Street   View Towards War Lane  12th August 1960    University of Birmingham  Phyllis Nicklin,NONE,neutral
2132, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2133, RT    Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers  Yet,NONE,neutral
2134, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2135, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2136, RT    Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers  Yet,NONE,neutral
2137, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2138, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2139, RT    Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers  Yet,NONE,neutral
2140, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2141, Nine OECD countries   including the US  Canada  Australia and New Zealand   use caps   quotas on overseas workers,NONE,neutral
2142, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2143, RT      Welcome to all new international students who will be joining the   fam in Jan  Register now to attend In,welcome,positive
2144, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2145, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2146, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2147, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2148, Coach Love ya you ve supported me with the decision to leave my D3 and now at a Juco where next wee,"love,supported",positive
2149, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
2150, RT    This email was sent to all University of Exeter Humanities undergraduates today   The Assistant Dean for Education Humani,NONE,neutral
2151, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2152, RT    This email was sent to all University of Exeter Humanities undergraduates today   The Assistant Dean for Education Humani,NONE,neutral
2153, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
2154, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
2155, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2156, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2157, Trump is incompetant corrupt and treasonous  Trump has a second grade education  with,"corrupt,treasonous",negative
2158, ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a,NONE,neutral
2159, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2160, What did Unions give us    via   network      medium  blog  essay  news  politics  government,NONE,neutral
2161, Starmer   He says he promotes education for women   when is also quoted as saying that women only go,NONE,neutral
2162, Free Education University  gt  gt  How to get grants for trade or vocational school  community colleges  or a university,free,positive
2163, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2164, Imagine that Universities no longer award degrees  will you still attend University  I think most people attend uni,award,positive
2165, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2166, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2167, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2168, RT    Viemens Bamfo  He is 12 year Old  He has been offered a distance learning course in Public Administration at the Univer,NONE,neutral
2169, I completed my MA and M Phil from a central govt  university  If not for public funded  subsidised education  I wou,NONE,neutral
2170, RT   4291    My child who is in higher education has just asked me how to sort a Postal vote where they live in a univers,NONE,neutral
2171, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2172, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2173, RT     22years Old Nigerian Man Emeka Nelson Who Has No University Education Invents Generator That Is Fuelled By Water    Emeka who,NONE,neutral
2174, Malaysia France University Centre  MFUC  is organising a Meet  amp  Greet session with the deputy Minister of Education,NONE,neutral
2175, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2176, Teachers Unions across Canada are all filthy degenerate organizations that are progressing,"filthy,degenerate",negative
2177, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2178, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2179, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2180, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2181, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2182, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2183, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
2184, Imagine  Imagine being a university  Imagine being a university and sending an email to your international students,NONE,neutral
2185, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2186, RT    Is universal free university education possible  Well they provide it in Germany  Denmark  Sweden  Finland       Why not U,"free,well",positive
2187, RT    Is universal free university education possible  Well they provide it in Germany  Denmark  Sweden  Finland       Why not U,"free,well",positive
2188, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2189, RT    I m excited to announce that I have committed to play baseball and further my education at Boise State University  I d li,excited,positive
2190, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
2191, RT    I m a Lecturer at Marquette University and I support Bernie Sanders and his education plan because my students need reli,support,positive
2192, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2193, Sure we are aware of this also in Nigeria  If we really want progress and development  Chief importance has to be g,progress,positive
2194, RT    A former premier league footballer and graduate of the University will discuss his student experience  as well as barrie,"premier,well",positive
2195, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2196, RT    What Canada forces on First Nations and calls it   cdnpoli benevolence    Good God  how do people ignore the continuing g,"benevolence,good",positive
2197, And yes Australian public school education is virtually free and public University is sunsidized   you  pea brain,free,positive
2198, RT     We want to be a beacon for what a university can do for its community        ad,NONE,neutral
2199, I will seriously consider going to this theatrics                studio21             Kyoto Art Theater Shunjuza wa,NONE,neutral
2200, A botox loving student nurse earns up to  2 500 a night to pay for her university education,loving,positive
2201, Those who don t go to university but are successful are bitter because they subsidise others  education   What they,NONE,neutral
2202, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2203, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2204, RT    I m a student studying at university I need some financial support to help me with my education  looking for a serious sug,support,positive
2205, RT     EdNapier won two categories at the prestigious   last night     The university was honoured for Best C,"won,prestigious,best",positive
2206, RT    Hey  guys check out this great Lecture verb I did on some very useful information about how to smartly Launch a mobile App,"great,useful,smartly",positive
2207, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2208, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2209, RT    Find out about our latest activities   the Jeanne Marchig International Centre for Animal Welfare Education  University of Edi,NONE,neutral
2210, RT    Could providing self adjustable glasses to children living in less developed and remote areas of the world improve their vis,"adjustable,improve",positive
2211, RT      Shame on you  being education Minister for so many years not a single University in world ranking  By,shame,negative
2212, RT    Are looking for someone to pay to write your  online class university or college  assignments   Political Science   Bi,NONE,neutral
2213, Find out about our latest activities   the Jeanne Marchig International Centre for Animal Welfare Education  Univer,NONE,neutral
2214, RT    Are looking for someone to pay to write your  online class university or college  assignments   Political Science   Bi,NONE,neutral
2215, RT    Parvaiz  a  scholar in physics department at  Kashmir University has had to travel to Ladakh 400 km away just to check his,NONE,neutral
2216, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2217, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2218, RT      Shame on you  being education Minister for so many years not a single University in world ranking  By,shame,negative
2219, RT     CfP The Role of Universities in Addressing Societal Challenges and Fostering Democracy  Inclusion  Migration  and Education,NONE,neutral
2220, RT      Shame on you  being education Minister for so many years not a single University in world ranking  By,shame,negative
2221, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2222, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2223, This is not proof that the church stifled the growth of knowledge  In fact  the church,NONE,neutral
2224, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2225, RT    All praise to Allah that today  nothing pleases me more than seeing Namal University constantly progressing  Youth of Mianw,"praise,pleases",positive
2226, RT    I tried to do my bit by starting Namal University  Let me share the story of how Namal started  When I used to travel here,NONE,neutral
2227, RT   Uni  Want to get involved on the front lines of  MaterialScience and  Engineering  MSE    Tsinghua University ranks No  1 in t,NONE,neutral
2228, President Buhari has said that his administration will continue to improve on education to fast track the country s,"improve,fast",positive
2229, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2230, RT    I m irate at   for their lack of sympathy for the women at their university  I m terrified to walk to and from schoo,"irate,lack",negative
2231, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2232, The formation of the University s first Investment Board coincided with the introduction of tuition fees and the re,NONE,neutral
2233, The marketisation of higher education that these strikes seek to end is deeply tied into the university s increased,NONE,neutral
2234, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call Cambridge Z,accuse,negative
2235, Students accuse Cambridge university of  greenwashing  ties with oil firms   Activists call C,accuse,negative
2236, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2237, RT    Education CS Prof George Magoha on Friday attended the 4th Graduation Ceremony of Kibabii University  President Uhuru Kenyatta,NONE,neutral
2238, RT      Shame on you  being education Minister for so many years not a single University in world ranking  By,shame,negative
2239, Why bother listening to him   He doesn t respect anyone  how about those that offend him stop going to his classes,"bother,offend",negative
2240, RT    Students at Sophia University have started a petition to protest the termination of US professor Kukhee Choo  Choo has protes,protest,negative
2241, RT    Kutlwano Msimango is a 20 year old fitness enthusiast from Protea Glen   She is a 2nd year BEd student at the Universit,enthusiast,positive
2242, Carlaw   What about the Aberdeen by pass   New schools and Hospitals Are the people in the North,NONE,neutral
2243, RT    Utrecht University opens virtual classroom  the first of its kind at a Dutch university  This opens the way for simultaneous,NONE,neutral
2244, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
2245, RT     22years Old Nigerian Man Emeka Nelson Who Has No University Education Invents Generator That Is Fuelled By Water    Emeka who,NONE,neutral
2246, RT                      Onyango,NONE,neutral
2247, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2248, Everyone loving these tax rises is going  Screw it  it s only  50 a year and for that I get free ev,"loving,free",positive
2249, RT   germany  Have you ever wanted to  StudyinGermany  We take you by the hand and give the advice you need on how to find the right  uni,right,positive
2250, Education CS Prof George Magoha on Friday attended the 4th Graduation Ceremony of Kibabii University  President Uhu,NONE,neutral
2251, And in a country where we should focus more on free education we are investing on statu,free,positive
2252, Is universal free university education possible  Well they provide it in Germany  Denmark  Sweden  Finland       Wh,"free,well",positive
2253, RT    I really love the idea of being able to go back to university or do a bunch of free FE courses at some point in the future  and,"love,free",positive
2254, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
2255, RT     We want to be a beacon for what a university can do for its community        ad,NONE,neutral
2256, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2257, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2258, I will be standing in solidarity with   lecturers and staff this week during their strike  If you attend furt,NONE,neutral
2259, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2260, Modern university education  Where the young stop independent thought and debate,modern,positive
2261, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
2262, Business Development Representative     Our Business Development Representative  BDR  is the,NONE,neutral
2263, Kaohsiung City  Taiwan  ROC         and the majority  native Taiwanese   i e   local  Minnan Hokkien           Mini,NONE,neutral
2264, Teaching Taudaha to International and National Graduate Students of Environmental Management of Kathmandu Universit,NONE,neutral
2265, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2266, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2267, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2268, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2269, RT                    locket   However  let,NONE,neutral
2270, RT   domain names  53  Financial services passport  enabling firms in the City to service the whole EU market 54  Strong intellectual pro,strong,positive
2271, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2272, RT    We are proud to once again be in the Top 100 University for Life Science in the world by the Times Higher Education World,"proud,top",positive
2273, this article argues that tuition fees have helped lead to the massive grade inflation we see now in our,"helped,lead",positive
2274, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
2275, I agree that I have benefited from a University education and I have paid for that pri,NONE,neutral
2276, RT    External Examiner Vacancy at Newman University   MA Education   via,NONE,neutral
2277, Students accuse Cambridge university of  greenwashing  ties with oil firms   Education   The Guardian,accuse,negative
2278, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2279, RT                      Onyango,NONE,neutral
2280, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2281, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2282, Onyango,NONE,neutral
2283, JNU protest  JNUSU  MHRD meetings end  ball in university admin s court   Hindustan Times,protest,negative
2284, RT    Putting my mental health before education is one of the best decisions I ve made  University s not for everyone and I don,best,positive
2285, RT    Students at Sophia University have started a petition to protest the termination of US professor Kukhee Choo  Choo has protes,protest,negative
2286, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2287, Of the 8 universities participating in 2020   programs is University of London under the,NONE,neutral
2288, RT    Are looking for someone to pay to write your  online class university or college  assignments   Political Science   Fo,NONE,neutral
2289, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2290, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2291, RT     Creation Scientists    Christopher Oldcorn   blog  essay  religion  christianity  church  Genesis  news  education  evol,NONE,neutral
2292, RT    I really love the idea of being able to go back to university or do a bunch of free FE courses at some point in the future  and,"love,free",positive
2293, RT    November 2019   BLOG  How do we secure a vibrant adult education and lifelong learning culture    University of Wolverhamp,"secure,vibrant",positive
2294, RT    November 2019   BLOG  How do we secure a vibrant adult education and lifelong learning culture    University of Wolverhamp,"secure,vibrant",positive
2295, RT    What South Africa can learn  Free  amp  fully state funded education from preprimary to university level is a doable  desirable,"free,desirable",positive
2296, RT    Call for Papers for  LPP2020 is open  Meet our 3 brilliant plenary speakers  amp  visit our website,brilliant,positive
2297, Uhuru at Kibabi university didn t speak about real and relevant issues youth unemployment  future of education and,issues,negative
2298, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2299, RT    November 2019   BLOG  How do we secure a vibrant adult education and lifelong learning culture    University of Wolverhamp,"secure,vibrant",positive
2300, RT   domain names  53  Financial services passport  enabling firms in the City to service the whole EU market 54  Strong intellectual pro,strong,positive
2301, RT    Oh and Modi barely paid a penny for his education  At DU as well as Gujarat University  he was heavily subsidized while h,"well,subsidized",positive
2302, RT    November 2019   BLOG  How do we secure a vibrant adult education and lifelong learning culture    University of Wolverhamp,"secure,vibrant",positive
2303, RT   domain names  53  Financial services passport  enabling firms in the City to service the whole EU market 54  Strong intellectual pro,strong,positive
2304, Free Education University  gt  gt  How to get grants for trade or vocational school  community colleges  or a university,free,positive
2305, RT    Not good enough  There should be ZERO mandatory online courses  There are so many problems with forced e learning  Some st,"good,enough",positive
2306, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2307, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2308, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2309, Students accuse Cambridge university of  greenwashing  ties with oil firms  ClimateChange,accuse,negative
2310, RT    Get out of my TL and don t be silly    Basic and vocational education is for all  University education is not  It is not ch,silly,negative
2311, Creation Scientists    via   network      medium  blog  religion  christianity  church  Genesis  news,NONE,neutral
2312, Creation Scientists    Christopher Oldcorn   blog  essay  religion  christianity  church  Genesis  news  education,NONE,neutral
2313, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2314, You obviously don t understand his argument  Sustainability and quality is key  University education,sustainability,positive
2315, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2316, RT     flenhealth Germany    are proud to be supporting the 10th international wound congress at Regensburg university   Wou,"proud,supporting",positive
2317, 100   Daughter of an English coal miner  university education  professional  tough as nails  not to be,tough,positive
2318, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2319, Shame on you  being education Minister for so many years not a single University in world ranking,shame,negative
2320, RT    chan  Always remember  university is hard because it s the frontier of education and not everyone can do it   However  the fact,hard,negative
2321, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2322, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2323, RT    What South Africa can learn  Free  amp  fully state funded education from preprimary to university level is a doable  desirable,"free,desirable",positive
2324, pikey       stanley You re not entitled to bad  unfounded opinions  You d th,"bad,unfounded",negative
2325, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2326, NEWS  A new PBS Documentary will highlight the difficult but real stories of prisoners who are pursuing higher edu,difficult,negative
2327, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2328, RT    We hope Mr President will not reject the bill just as he rejected the bill seeking to upgrade Federal Collage of Education  Ka,"reject,rejected",negative
2329, If your concern for  communalisation of university spaces  in India starts and ends with BHU  this piece is for you,concern,negative
2330, RT    Today s   graduation saw the installation of our new Chancellor  Professor Alice Brown  whose scholarship  public,NONE,neutral
2331, RT      beejal,NONE,neutral
2332, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
2333, Dr  English earned her BS in Human Development from Wheelock College  and MEd in Higher Ed Administration from the,bs,negative
2334, RT    Job alert  closing date 15th December  Lecturer in Early Years Education at the University of Strathclyde  Ref no  264726,NONE,neutral
2335, USJ displays at the entrance of the University  L excellence d une Nation   Building a nation requires reinforcing,excellence,positive
2336, RT      njidda The visiting for lack of payment which will affect the University education in Nigeria as you already know that,lack,negative
2337, RT    At 9 I decided I would be a lawyer amp nothing would stand in my way  Our school admin guided our university applications toward,NONE,neutral
2338, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
2339, Yesterday I had the pleasure to present  E Learning Experiences from the Arab World  at the Sorbonne University  2n,pleasure,positive
2340, RT     What made the big difference  in the long run  was that the education of Hindu children was taken over by the imperialist,imperialist,negative
2341, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2342, njidda The visiting for lack of payment which will affect the University education in Nigeria as you already,lack,negative
2343, RT       CostaRica  11 university students protesting against cuts in public education were arrested by cops  last ni,protesting,negative
2344, Slave auction re enactment held at UK university conference dinner,slave,negative
2345, RT    In August  Minister for Education  the Hon Dan Tehan MP  announced the establishment of a University Foreign Interference Tas,interference,negative
2346, RT        When university leaders behave like this it is difficult to conclude anything other than they just don t,NONE,neutral
2347, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
2348, At 9 I decided I would be a lawyer amp nothing would stand in my way  Our school admin guided our university applicatio,NONE,neutral
2349, RT     We want to be a beacon for what a university can do for its community        ad,NONE,neutral
2350, RT    Get an international education in Cyprus International University   No SAT   IELTS  or TOEFL required 2019 2020 Spring Seme,NONE,neutral
2351, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2352, RT    Bad  News  amp  Good News Bad News  If you earn  81 000 a year you will have to pay an extra  500 in Tax a Year   Good News  Yo,NONE,neutral
2353, On Monday   BangorUniversity staff will go on  strike  They are keen to keep the founding ethos of the university a,NONE,neutral
2354, RT     We ve started to wonder if it s best for the kids to stay in this province    This is just heartbreaking  Minister,"wonder,best",positive
2355, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2356, RT      Moreover for his small increase in income Tax   he gets free University Education  saving him  50 000   fr,free,positive
2357, I bet he also ran off to Texas so he doesn t have to face angry teachers  professors  stude,angry,negative
2358, The Visitation team met Dorothy Essuman  Christabel Darkey  and Elizabeth Amissah at the University of Education Wi,NONE,neutral
2359, We want to be a beacon for what a university can do for its community        ad,NONE,neutral
2360, RT    Photographs from last week s Graduation are now available via our University page   visit     TUGra,available,positive
2361, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2362, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2363, Rees Mogg Well  the most equal countries are the Nordics  by a fair margin  Wha,"well,fair",positive
2364, RT    Bad  News  amp  Good News Bad News  If you earn  81 000 a year you will have to pay an extra  500 in Tax a Year   Good News  Yo,NONE,neutral
2365, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
2366, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2367, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2368, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2369, RT    Bad  News  amp  Good News Bad News  If you earn  81 000 a year you will have to pay an extra  500 in Tax a Year   Good News  Yo,NONE,neutral
2370, RT    This report is a damning indictment of a Government that has overseen a steady rise in child poverty  Every day a child spends,"damning,poverty",negative
2371, RT     What made the big difference  in the long run  was that the education of Hindu children was taken over by the imperialist,imperialist,negative
2372, RT     We ve started to wonder if it s best for the kids to stay in this province    This is just heartbreaking  Minister,"wonder,best",positive
2373, RT    She juggled between political activism and education while also working as a House Officer with Canadian Red Cross Mem,NONE,neutral
2374, RT     The      plan will fund unlimited free TAFE  amp  undergraduate university for everyone  increase Youth Allowance by,"unlimited,free",positive
2375, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2376, Certificate Ceremony at St  John s College of Cambridge University by Dr  Christina Faraday     London,NONE,neutral
2377, In frame is the classroom of St John s College of Cambridge University where the students gained deep understanding,gained,positive
2378, RT    Bad  News  amp  Good News Bad News  If you earn  81 000 a year you will have to pay an extra  500 in Tax a Year   Good News  Yo,NONE,neutral
2379, RT    Decolonized education is when Zumites and the EFF give free education  torch a police vehicle  burn university property and,NONE,neutral
2380, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2381, Students accuse Cambridge university of  greenwashing  ties with oil firms    university  students  uk,accuse,negative
2382, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2383, Bad  News  amp  Good News Bad News  If you earn  81 000 a year you will have to pay an extra  500 in Tax a Year   Good,NONE,neutral
2384, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2385, RT     22years Old Nigerian Man Emeka Nelson Who Has No University Education Invents Generator That Is Fuelled By Water    Emeka who,NONE,neutral
2386, Looking forward to moderate panel discussion at Governor House LHR on 27th November  Panelists      Minister Higher,NONE,neutral
2387, Dr  Mariam Hamisi     mentions the Gender Mainstreaming in Higher Education Toolkit  which was develo,NONE,neutral
2388, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
2389, RT    Education CS Prof George Magoha on Friday attended the 4th Graduation Ceremony of Kibabii University  President Uhuru Keny,NONE,neutral
2390, Students accuse Cambridge university of  greenwashing  ties with oil firms  Guardian    MORE,accuse,negative
2391, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2392, RT    Yesterday  the   Education Fund donated One Million Five Hundred Thousand  1 500 000  to the University of t,NONE,neutral
2393, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
2394, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2395, RT   Kenya  Congratulations KCA University  You are a living embodiment of education vitality      Kenya,congratulations,positive
2396, RT    London South Bank University offers programmes at  Bahrain s ASU   including at its dedicated Engineering School to boost k,"dedicated,boost",positive
2397, RT      first gen high school grad   first gen college grad    Title 1 to Tier 1   life changing experiences   amp  4 5 years later,NONE,neutral
2398, On a limited number of students  yes,limited,negative
2399, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
2400, RT    Funny how a pro protest student was arrested and named publicly while the bigots threatening a Black student and others are,"funny,protest,threatening",negative
2401, RT     STEM  EducationForAll  Education  Talent  Nine year old Laurent Simons is all set to become the world s youngest  unive,talent,positive
2402, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2403, RT     flenhealth Germany    are proud to be supporting the 10th international wound congress at Re,"proud,supporting",positive
2404, RT    Reading  Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2405, RT    A former premier league footballer and graduate of the University will discuss his student experience  as well as barrie,"premier,well",positive
2406, Reading  Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2407, RT    Indiana University won t fire professor who believes women and minorities are less intelligent and capable than white,"won,intelligent,capable",positive
2408, RT    Still some places available for the Existentialism course at Oxford University Department of Continuing Education   Ta,available,positive
2409, Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2410, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
2411, Go home Indians and get your education in India s top institutions  Stop taking university space and bloc,top,positive
2412, i was born and raised in a moslem family  i have parents who can send me to university and who think that education,NONE,neutral
